"Compound","Radius","Wind Direction","Adj R-sq","Significant_Variables"
"ethene",30,"SE,NW",0.401,"(Intercept), wsp_ms.night, weighted_monthly_oil, weighted_monthly_gas, wind_SE.night"
"ethene",30,"SW,NW",0.365,"(Intercept), wsp_ms.night, weighted_monthly_oil, weighted_monthly_gas, wind_SW.night, wind_NW.night"
"ethene",30,"SE,SW,NW",0.401,"(Intercept), wsp_ms.night, weighted_monthly_oil, weighted_monthly_gas, wind_SE.night"
"ethene",50,"SE",0.403,"(Intercept), wsp_ms.night, weighted_monthly_oil, weighted_monthly_gas, wind_SE.night"
"ethene",50,"SW",0.356,"(Intercept), wsp_ms.night, weighted_monthly_oil, weighted_monthly_gas, wind_SW.night"
"ethene",50,"NW",0.35,"(Intercept), wsp_ms.night, weighted_monthly_oil, weighted_monthly_gas, wind_NW.night"
"ethene",50,"SE,SW",0.402,"(Intercept), wsp_ms.night, weighted_monthly_oil, weighted_monthly_gas, wind_SE.night"
"ethene",50,"SE,NW",0.403,"(Intercept), wsp_ms.night, weighted_monthly_oil, weighted_monthly_gas, wind_SE.night"
"ethene",50,"SW,NW",0.367,"(Intercept), wsp_ms.night, weighted_monthly_oil, weighted_monthly_gas, wind_SW.night, wind_NW.night"
"ethene",50,"SE,SW,NW",0.403,"(Intercept), wsp_ms.night, weighted_monthly_oil, weighted_monthly_gas, wind_SE.night"
"total_radioactivity",5,"SE",0.478,"(Intercept), wsp_ms.night, weighted_monthly_oil, weighted_monthly_gas, wind_SE.night"
"total_radioactivity",5,"SW",0.445,"(Intercept), wsp_ms.night, weighted_monthly_oil, weighted_monthly_gas, n_flare_5"
"total_radioactivity",5,"NW",0.493,"(Intercept), wsp_ms.night, weighted_monthly_oil, weighted_monthly_gas, wind_NW.night"
"total_radioactivity",5,"SE,SW",0.479,"(Intercept), wsp_ms.night, weighted_monthly_oil, weighted_monthly_gas, wind_SE.night"
"total_radioactivity",5,"SE,NW",0.511,"(Intercept), wsp_ms.night, weighted_monthly_oil, wind_SE.night, wind_NW.night"
"total_radioactivity",5,"SW,NW",0.494,"(Intercept), wsp_ms.night, weighted_monthly_oil, weighted_monthly_gas, wind_NW.night"
"total_radioactivity",5,"SE,SW,NW",0.51,"(Intercept), wsp_ms.night, weighted_monthly_oil, wind_SE.night, wind_NW.night"
"total_radioactivity",10,"SE",0.482,"(Intercept), wsp_ms.night, weighted_monthly_oil, weighted_monthly_gas, wind_SE.night, n_flare_10"
"total_radioactivity",10,"SW",0.448,"(Intercept), wsp_ms.night, weighted_monthly_oil, weighted_monthly_gas, n_flare_10"
"total_radioactivity",10,"NW",0.498,"(Intercept), wsp_ms.night, weighted_monthly_oil, weighted_monthly_gas, wind_NW.night, n_flare_10"
"total_radioactivity",10,"SE,SW",0.484,"(Intercept), wsp_ms.night, weighted_monthly_oil, weighted_monthly_gas, wind_SE.night, n_flare_10"
"total_radioactivity",10,"SE,NW",0.516,"(Intercept), wsp_ms.night, weighted_monthly_oil, wind_SE.night, wind_NW.night, n_flare_10"
"total_radioactivity",10,"SW,NW",0.499,"(Intercept), wsp_ms.night, weighted_monthly_oil, wind_NW.night, n_flare_10"
"total_radioactivity",10,"SE,SW,NW",0.515,"(Intercept), wsp_ms.night, weighted_monthly_oil, wind_SE.night, wind_NW.night, n_flare_10"
"total_radioactivity",20,"SE",0.475,"(Intercept), wsp_ms.night, weighted_monthly_oil, weighted_monthly_gas, wind_SE.night"
"total_radioactivity",20,"SW",0.439,"(Intercept), wsp_ms.night, weighted_monthly_oil, weighted_monthly_gas"
"total_radioactivity",20,"NW",0.491,"(Intercept), wsp_ms.night, weighted_monthly_oil, weighted_monthly_gas, wind_NW.night"
"total_radioactivity",20,"SE,SW",0.477,"(Intercept), wsp_ms.night, weighted_monthly_oil, weighted_monthly_gas, wind_SE.night"
"total_radioactivity",20,"SE,NW",0.51,"(Intercept), wsp_ms.night, weighted_monthly_oil, wind_SE.night, wind_NW.night"
"total_radioactivity",20,"SW,NW",0.492,"(Intercept), wsp_ms.night, weighted_monthly_oil, wind_NW.night"
"total_radioactivity",20,"SE,SW,NW",0.509,"(Intercept), wsp_ms.night, weighted_monthly_oil, wind_SE.night, wind_NW.night"
"total_radioactivity",30,"SE",0.477,"(Intercept), wsp_ms.night, weighted_monthly_oil, weighted_monthly_gas, wind_SE.night"
"total_radioactivity",30,"SW",0.442,"(Intercept), wsp_ms.night, weighted_monthly_oil, weighted_monthly_gas"
"total_radioactivity",30,"NW",0.493,"(Intercept), wsp_ms.night, weighted_monthly_oil, weighted_monthly_gas, wind_NW.night"
"total_radioactivity",30,"SE,SW",0.479,"(Intercept), wsp_ms.night, weighted_monthly_oil, weighted_monthly_gas, wind_SE.night"
"total_radioactivity",30,"SE,NW",0.512,"(Intercept), wsp_ms.night, weighted_monthly_oil, wind_SE.night, wind_NW.night"
"total_radioactivity",30,"SW,NW",0.495,"(Intercept), wsp_ms.night, weighted_monthly_oil, weighted_monthly_gas, wind_NW.night"
"total_radioactivity",30,"SE,SW,NW",0.511,"(Intercept), wsp_ms.night, weighted_monthly_oil, wind_SE.night, wind_NW.night"
"total_radioactivity",50,"SE",0.484,"(Intercept), wsp_ms.night, weighted_monthly_oil, weighted_monthly_gas, wind_SE.night, n_flare_50"
"total_radioactivity",50,"SW",0.448,"(Intercept), wsp_ms.night, weighted_monthly_oil, weighted_monthly_gas, n_flare_50"
"total_radioactivity",50,"NW",0.498,"(Intercept), wsp_ms.night, weighted_monthly_oil, weighted_monthly_gas, wind_NW.night, n_flare_50"
"total_radioactivity",50,"SE,SW",0.486,"(Intercept), wsp_ms.night, weighted_monthly_oil, weighted_monthly_gas, wind_SE.night, n_flare_50"
"total_radioactivity",50,"SE,NW",0.517,"(Intercept), wsp_ms.night, weighted_monthly_oil, weighted_monthly_gas, wind_SE.night, wind_NW.night, n_flare_50"
"total_radioactivity",50,"SW,NW",0.499,"(Intercept), wsp_ms.night, weighted_monthly_oil, weighted_monthly_gas, wind_NW.night, n_flare_50"
"total_radioactivity",50,"SE,SW,NW",0.516,"(Intercept), wsp_ms.night, weighted_monthly_oil, weighted_monthly_gas, wind_SE.night, wind_NW.night, n_flare_50"
"Factor1",5,"SE",0.362,"wsp_ms.night, weighted_monthly_gas, wind_SE.night, n_flare_5"
"Factor1",5,"SW",0.343,"wsp_ms.night, weighted_monthly_gas, n_flare_5"
"Factor1",5,"NW",0.342,"wsp_ms.night, weighted_monthly_gas"
"Factor1",5,"SE,SW",0.359,"wsp_ms.night, weighted_monthly_gas, wind_SE.night, n_flare_5"
"Factor1",5,"SE,NW",0.362,"wsp_ms.night, weighted_monthly_gas, wind_SE.night, n_flare_5"
"Factor1",5,"SW,NW",0.34,"wsp_ms.night, weighted_monthly_gas"
"Factor1",5,"SE,SW,NW",0.36,"wsp_ms.night, weighted_monthly_gas, wind_SE.night, n_flare_5"
"Factor1",10,"SE",0.354,"wsp_ms.night, weighted_monthly_gas, wind_SE.night"
"Factor1",10,"SW",0.337,"wsp_ms.night, weighted_monthly_gas"
"Factor1",10,"NW",0.336,"wsp_ms.night, weighted_monthly_gas"
"Factor1",10,"SE,SW",0.351,"wsp_ms.night, weighted_monthly_gas, wind_SE.night"
"Factor1",10,"SE,NW",0.355,"wsp_ms.night, weighted_monthly_gas, wind_SE.night"
"Factor1",10,"SW,NW",0.335,"wsp_ms.night, weighted_monthly_gas"
"Factor1",10,"SE,SW,NW",0.353,"wsp_ms.night, weighted_monthly_gas, wind_SE.night"
"Factor1",20,"SE",0.348,"wsp_ms.night, weighted_monthly_gas, wind_SE.night"
"Factor1",20,"SW",0.333,"wsp_ms.night, weighted_monthly_gas"
"Factor1",20,"NW",0.332,"wsp_ms.night, weighted_monthly_gas"
"Factor1",20,"SE,SW",0.345,"wsp_ms.night, weighted_monthly_gas, wind_SE.night"
"Factor1",20,"SE,NW",0.35,"wsp_ms.night, weighted_monthly_gas, wind_SE.night"
"Factor1",20,"SW,NW",0.331,"wsp_ms.night, weighted_monthly_gas"
"Factor1",20,"SE,SW,NW",0.348,"wsp_ms.night, weighted_monthly_gas, wind_SE.night"
"Factor1",30,"SE",0.347,"wsp_ms.night, weighted_monthly_gas, wind_SE.night"
"Factor1",30,"SW",0.332,"wsp_ms.night, weighted_monthly_gas"
"Factor1",30,"NW",0.332,"wsp_ms.night, weighted_monthly_gas"
"Factor1",30,"SE,SW",0.345,"wsp_ms.night, weighted_monthly_gas, wind_SE.night"
"Factor1",30,"SE,NW",0.35,"wsp_ms.night, weighted_monthly_gas, wind_SE.night"
"Factor1",30,"SW,NW",0.33,"wsp_ms.night, weighted_monthly_gas"
"Factor1",30,"SE,SW,NW",0.348,"wsp_ms.night, weighted_monthly_gas, wind_SE.night"
"Factor1",50,"SE",0.348,"wsp_ms.night, weighted_monthly_gas, wind_SE.night"
"Factor1",50,"SW",0.332,"wsp_ms.night, weighted_monthly_gas"
"Factor1",50,"NW",0.332,"wsp_ms.night, weighted_monthly_gas"
"Factor1",50,"SE,SW",0.345,"wsp_ms.night, weighted_monthly_gas, wind_SE.night"
"Factor1",50,"SE,NW",0.35,"wsp_ms.night, weighted_monthly_gas, wind_SE.night"
"Factor1",50,"SW,NW",0.33,"wsp_ms.night, weighted_monthly_gas"
"Factor1",50,"SE,SW,NW",0.348,"wsp_ms.night, weighted_monthly_gas, wind_SE.night"
"Factor2",5,"SE",0.076,"(Intercept), wsp_ms.night"
"Factor2",5,"SW",0.077,"(Intercept), wsp_ms.night"
"Factor2",5,"NW",0.082,"(Intercept), wsp_ms.night"
"Factor2",5,"SE,SW",0.073,"(Intercept), wsp_ms.night"
"Factor2",5,"SE,NW",0.078,"(Intercept), wsp_ms.night"
"Factor2",5,"SW,NW",0.078,"(Intercept), wsp_ms.night"
"Factor2",5,"SE,SW,NW",0.074,"(Intercept), wsp_ms.night"
"Factor2",10,"SE",0.071,"(Intercept), wsp_ms.night"
"Factor2",10,"SW",0.072,"(Intercept), wsp_ms.night"
"Factor2",10,"NW",0.075,"(Intercept), wsp_ms.night"
"Factor2",10,"SE,SW",0.068,"(Intercept), wsp_ms.night"
"Factor2",10,"SE,NW",0.071,"(Intercept), wsp_ms.night"
"Factor2",10,"SW,NW",0.071,"(Intercept), wsp_ms.night"
"Factor2",10,"SE,SW,NW",0.067,"(Intercept), wsp_ms.night"
"Factor2",20,"SE",0.072,"(Intercept), wsp_ms.night"
"Factor2",20,"SW",0.073,"(Intercept), wsp_ms.night"
"Factor2",20,"NW",0.076,"(Intercept), wsp_ms.night"
"Factor2",20,"SE,SW",0.069,"(Intercept), wsp_ms.night"
"Factor2",20,"SE,NW",0.072,"(Intercept), wsp_ms.night"
"Factor2",20,"SW,NW",0.072,"(Intercept), wsp_ms.night"
"Factor2",20,"SE,SW,NW",0.068,"(Intercept), wsp_ms.night"
"Factor2",30,"SE",0.074,"(Intercept), wsp_ms.night"
"Factor2",30,"SW",0.074,"(Intercept), wsp_ms.night"
"Factor2",30,"NW",0.077,"(Intercept), wsp_ms.night"
"Factor2",30,"SE,SW",0.07,"(Intercept), wsp_ms.night"
"Factor2",30,"SE,NW",0.073,"(Intercept), wsp_ms.night"
"Factor2",30,"SW,NW",0.073,"(Intercept), wsp_ms.night"
"Factor2",30,"SE,SW,NW",0.069,"(Intercept), wsp_ms.night"
"Factor2",50,"SE",0.094,"(Intercept), wsp_ms.night, n_flare_50"
"Factor2",50,"SW",0.094,"(Intercept), wsp_ms.night, n_flare_50"
"Factor2",50,"NW",0.096,"(Intercept), wsp_ms.night, n_flare_50"
"Factor2",50,"SE,SW",0.09,"(Intercept), wsp_ms.night, n_flare_50"
"Factor2",50,"SE,NW",0.093,"(Intercept), wsp_ms.night, n_flare_50"
"Factor2",50,"SW,NW",0.092,"(Intercept), wsp_ms.night, n_flare_50"
"Factor2",50,"SE,SW,NW",0.089,"(Intercept), wsp_ms.night, n_flare_50"
"Factor3",5,"SE",0.428,"wsp_ms.night, weighted_monthly_oil"
"Factor3",5,"SW",0.421,"wsp_ms.night, weighted_monthly_oil"
"Factor3",5,"NW",0.429,"wsp_ms.night, weighted_monthly_oil"
"Factor3",5,"SE,SW",0.425,"wsp_ms.night, weighted_monthly_oil"
"Factor3",5,"SE,NW",0.431,"wsp_ms.night, weighted_monthly_oil"
"Factor3",5,"SW,NW",0.428,"wsp_ms.night, weighted_monthly_oil"
"Factor3",5,"SE,SW,NW",0.429,"wsp_ms.night, weighted_monthly_oil"
"Factor3",10,"SE",0.427,"wsp_ms.night, weighted_monthly_oil"
"Factor3",10,"SW",0.42,"wsp_ms.night, weighted_monthly_oil"
"Factor3",10,"NW",0.428,"wsp_ms.night, weighted_monthly_oil"
"Factor3",10,"SE,SW",0.424,"wsp_ms.night, weighted_monthly_oil"
"Factor3",10,"SE,NW",0.429,"wsp_ms.night, weighted_monthly_oil"
"Factor3",10,"SW,NW",0.426,"wsp_ms.night, weighted_monthly_oil"
"Factor3",10,"SE,SW,NW",0.427,"wsp_ms.night, weighted_monthly_oil"
"Factor3",20,"SE",0.427,"wsp_ms.night, weighted_monthly_oil"
"Factor3",20,"SW",0.42,"wsp_ms.night, weighted_monthly_oil"
"Factor3",20,"NW",0.427,"wsp_ms.night, weighted_monthly_oil"
"Factor3",20,"SE,SW",0.424,"wsp_ms.night, weighted_monthly_oil"
"Factor3",20,"SE,NW",0.428,"wsp_ms.night, weighted_monthly_oil"
"Factor3",20,"SW,NW",0.426,"wsp_ms.night, weighted_monthly_oil"
"Factor3",20,"SE,SW,NW",0.426,"wsp_ms.night, weighted_monthly_oil"
"Factor3",30,"SE",0.427,"wsp_ms.night, weighted_monthly_oil"
"Factor3",30,"SW",0.421,"wsp_ms.night, weighted_monthly_oil"
"Factor3",30,"NW",0.428,"wsp_ms.night, weighted_monthly_oil"
"Factor3",30,"SE,SW",0.425,"wsp_ms.night, weighted_monthly_oil"
"Factor3",30,"SE,NW",0.429,"wsp_ms.night, weighted_monthly_oil"
"Factor3",30,"SW,NW",0.426,"wsp_ms.night, weighted_monthly_oil"
"Factor3",30,"SE,SW,NW",0.427,"wsp_ms.night, weighted_monthly_oil"
"Factor3",50,"SE",0.426,"wsp_ms.night, weighted_monthly_oil"
"Factor3",50,"SW",0.42,"wsp_ms.night, weighted_monthly_oil"
"Factor3",50,"NW",0.427,"wsp_ms.night, weighted_monthly_oil"
"Factor3",50,"SE,SW",0.424,"wsp_ms.night, weighted_monthly_oil"
"Factor3",50,"SE,NW",0.428,"wsp_ms.night, weighted_monthly_oil"
"Factor3",50,"SW,NW",0.425,"wsp_ms.night, weighted_monthly_oil"
"Factor3",50,"SE,SW,NW",0.426,"wsp_ms.night, weighted_monthly_oil"
"Factor4",5,"SE",0.351,"wsp_ms.night, weighted_monthly_oil, wind_SE.night, n_flare_5"
"Factor4",5,"SW",0.294,"(Intercept), wsp_ms.night, weighted_monthly_oil"
"Factor4",5,"NW",0.311,"wsp_ms.night, weighted_monthly_oil, wind_NW.night, n_flare_5"
"Factor4",5,"SE,SW",0.354,"wsp_ms.night, weighted_monthly_oil, wind_SE.night, n_flare_5"
"Factor4",5,"SE,NW",0.355,"wsp_ms.night, weighted_monthly_oil, wind_SE.night, n_flare_5"
"Factor4",5,"SW,NW",0.31,"wsp_ms.night, weighted_monthly_oil, wind_NW.night, n_flare_5"
"Factor4",5,"SE,SW,NW",0.355,"wsp_ms.night, weighted_monthly_oil, wind_SE.night, n_flare_5"
"Factor4",10,"SE",0.339,"wsp_ms.night, weighted_monthly_oil, wind_SE.night"
"Factor4",10,"SW",0.286,"(Intercept), wsp_ms.night, weighted_monthly_oil"
"Factor4",10,"NW",0.299,"wsp_ms.night, weighted_monthly_oil, wind_NW.night"
"Factor4",10,"SE,SW",0.341,"wsp_ms.night, weighted_monthly_oil, wind_SE.night"
"Factor4",10,"SE,NW",0.34,"wsp_ms.night, weighted_monthly_oil, wind_SE.night"
"Factor4",10,"SW,NW",0.298,"wsp_ms.night, weighted_monthly_oil, wind_NW.night"
"Factor4",10,"SE,SW,NW",0.34,"wsp_ms.night, weighted_monthly_oil, wind_SE.night"
"Factor4",20,"SE",0.337,"wsp_ms.night, weighted_monthly_oil, wind_SE.night"
"Factor4",20,"SW",0.286,"(Intercept), wsp_ms.night, weighted_monthly_oil"
"Factor4",20,"NW",0.298,"wsp_ms.night, weighted_monthly_oil, wind_NW.night"
"Factor4",20,"SE,SW",0.339,"wsp_ms.night, weighted_monthly_oil, wind_SE.night"
"Factor4",20,"SE,NW",0.338,"wsp_ms.night, weighted_monthly_oil, wind_SE.night"
"Factor4",20,"SW,NW",0.296,"wsp_ms.night, weighted_monthly_oil, wind_NW.night"
"Factor4",20,"SE,SW,NW",0.338,"wsp_ms.night, weighted_monthly_oil, wind_SE.night"
"Factor4",30,"SE",0.337,"wsp_ms.night, weighted_monthly_oil, wind_SE.night"
"Factor4",30,"SW",0.286,"(Intercept), wsp_ms.night, weighted_monthly_oil"
"Factor4",30,"NW",0.298,"wsp_ms.night, weighted_monthly_oil, wind_NW.night"
"Factor4",30,"SE,SW",0.34,"wsp_ms.night, weighted_monthly_oil, wind_SE.night"
"Factor4",30,"SE,NW",0.338,"wsp_ms.night, weighted_monthly_oil, wind_SE.night"
"Factor4",30,"SW,NW",0.296,"wsp_ms.night, weighted_monthly_oil, wind_NW.night"
"Factor4",30,"SE,SW,NW",0.338,"wsp_ms.night, weighted_monthly_oil, wind_SE.night"
"Factor4",50,"SE",0.337,"wsp_ms.night, weighted_monthly_oil, wind_SE.night"
"Factor4",50,"SW",0.286,"(Intercept), wsp_ms.night, weighted_monthly_oil"
"Factor4",50,"NW",0.298,"wsp_ms.night, weighted_monthly_oil, wind_NW.night"
"Factor4",50,"SE,SW",0.339,"wsp_ms.night, weighted_monthly_oil, wind_SE.night"
"Factor4",50,"SE,NW",0.338,"wsp_ms.night, weighted_monthly_oil, wind_SE.night"
"Factor4",50,"SW,NW",0.296,"wsp_ms.night, weighted_monthly_oil, wind_NW.night"
"Factor4",50,"SE,SW,NW",0.338,"wsp_ms.night, weighted_monthly_oil, wind_SE.night"
"Factor5",5,"SE",0.032,"wsp_ms.night"
"Factor5",5,"SW",0.03,""
"Factor5",5,"NW",0.053,"wsp_ms.night, wind_NW.night"
"Factor5",5,"SE,SW",0.028,"wsp_ms.night"
"Factor5",5,"SE,NW",0.049,"wsp_ms.night, wind_NW.night"
"Factor5",5,"SW,NW",0.05,"wsp_ms.night, wind_NW.night"
"Factor5",5,"SE,SW,NW",0.046,"wsp_ms.night, wind_NW.night"
"Factor5",10,"SE",0.048,"n_flare_10"
"Factor5",10,"SW",0.046,"weighted_monthly_gas, n_flare_10"
"Factor5",10,"NW",0.068,"wsp_ms.night, wind_NW.night, n_flare_10"
"Factor5",10,"SE,SW",0.044,"n_flare_10"
"Factor5",10,"SE,NW",0.064,"wsp_ms.night, wind_NW.night, n_flare_10"
"Factor5",10,"SW,NW",0.065,"wsp_ms.night, wind_NW.night, n_flare_10"
"Factor5",10,"SE,SW,NW",0.061,"wsp_ms.night, wind_NW.night, n_flare_10"
"Factor5",20,"SE",0.022,"wsp_ms.night"
"Factor5",20,"SW",0.019,"wsp_ms.night"
"Factor5",20,"NW",0.047,"wsp_ms.night, wind_NW.night"
"Factor5",20,"SE,SW",0.018,"wsp_ms.night"
"Factor5",20,"SE,NW",0.043,"wsp_ms.night, wind_NW.night"
"Factor5",20,"SW,NW",0.044,"wsp_ms.night, wind_NW.night"
"Factor5",20,"SE,SW,NW",0.04,"wsp_ms.night, wind_NW.night"
"Factor5",30,"SE",0.02,"wsp_ms.night"
"Factor5",30,"SW",0.017,"wsp_ms.night"
"Factor5",30,"NW",0.046,"wsp_ms.night, wind_NW.night"
"Factor5",30,"SE,SW",0.015,"wsp_ms.night"
"Factor5",30,"SE,NW",0.042,"wsp_ms.night, wind_NW.night"
"Factor5",30,"SW,NW",0.044,"wsp_ms.night, wind_NW.night"
"Factor5",30,"SE,SW,NW",0.039,"wsp_ms.night, wind_NW.night"
"Factor5",50,"SE",0.02,"wsp_ms.night"
"Factor5",50,"SW",0.017,""
"Factor5",50,"NW",0.046,"wsp_ms.night, wind_NW.night"
"Factor5",50,"SE,SW",0.016,"wsp_ms.night"
"Factor5",50,"SE,NW",0.042,"wsp_ms.night, wind_NW.night"
"Factor5",50,"SW,NW",0.044,"wsp_ms.night, wind_NW.night"
"Factor5",50,"SE,SW,NW",0.039,"wsp_ms.night, wind_NW.night"
